Timestamp_Local, NodeID, ax   , ay   , az   , gx    , gy   , gz          , Timestamp_Node
Sensor1        , 461   , -4023, 1425 , -145 , -34   , -169 , 00:11:135000, 
Sensor1        , 437   , -4034, 1462 , -78  , -14   , -104 , 00:11:239000, 
Sensor1        , 338   , -3995, 1452 , 11   , -124  , -58  , 00:11:344000, 
Sensor1        , 433   , -4048, 1415 , -161 , 47    , 49   , 00:11:449000, 
Sensor1        , 522   , -4026, 1607 , -375 , -126  , -83  , 00:11:554000, 
Sensor1        , 176   , -3957, 1559 , -87  , 29    , 86   , 00:11:659000, 
Sensor1        , 362   , -3919, 1434 , -217 , 52    , -38  , 00:11:764000, 
Sensor1        , 386   , -4013, 1382 , -157 , -72   , -62  , 00:11:868000, 
Sensor1        , 439   , -4003, 2325 , -381 , -179  , -117 , 00:11:973000, 
Sensor1        , 860   , -3895, 1049 , -946 , -197  , -934 , 00:12:078000, 
Sensor1        , 19    , -3777, 2236 , 145  , 8     , -552 , 00:12:183000, 
Sensor1        , 582   , -4547, -277 , -1294, 214   , 735  , 00:12:288000, 
Sensor1        , -238  , -4346, 2839 , 968  , 523   , -212 , 00:12:392000, 
Sensor1        , -652  , -3372, -57  , -2276, 1322  , 1301 , 00:12:497000, 
Sensor1        , -582  , -4142, 1635 , 2014 , 487   , 137  , 00:12:603000, 
Sensor1        , 350   , -3799, 1022 , -731 , 1036  , 693  , 00:12:708000, 
Sensor1        , -558  , -3685, 1366 , 0    , 1145  , 1020 , 00:12:812000, 
Sensor1        , -575  , -4309, 1593 , 807  , 476   , 151  , 00:12:917000, 
Sensor1        , -2026 , -5316, 3564 , 616  , -279  , 2202 , 00:13:022000, 
Sensor1        , -31   , -2833, 1780 , -1336, 94    , -478 , 00:13:127000, 
Sensor1        , -581  , -1774, 1547 , -1205, -5    , -214 , 00:13:232000, 
Sensor1        , -1255 , -3724, 2694 , -20  , 388   , 545  , 00:13:337000, 
Sensor1        , -527  , -6072, -1474, 1017 , -675  , -690 , 00:13:442000, 
Sensor1        , -2153 , -3822, 1392 , 84   , 635   , -2158, 00:13:546000, 
Sensor1        , -1689 , -2447, 4433 , -86  , 248   , 1205 , 00:13:651000, 
Sensor1        , -163  , -2253, 2309 , -1936, -459  , -319 , 00:13:756000, 
Sensor1        , -1525 , -3769, -1275, -1573, 1922  , -1926, 00:13:861000, 
Sensor1        , 398   , -5925, -26  , 2690 , -593  , 417  , 00:13:966000, 
Sensor1        , -257  , -3690, 1082 , -307 , 274   , -1071, 00:14:070000, 
Sensor1        , -1681 , -2797, 3097 , 229  , 878   , -486 , 00:14:175000, 
Sensor1        , -266  , -2974, 3645 , -615 , -977  , -319 , 00:14:280000, 
Sensor1        , -6    , -3735, 1008 , -1834, -63   , -2013, 00:14:384000, 
Sensor1        , -252  , -5214, 131  , 613  , -295  , -584 , 00:14:489000, 
Sensor1        , -684  , -4442, 1262 , 845  , 134   , 749  , 00:14:594000, 
Sensor1        , -272  , -3240, 2467 , 1589 , 466   , 2791 , 00:14:699000, 
Sensor1        , 583   , -2321, 3475 , -2462, -1011 , -1497, 00:14:804000, 
Sensor1        , -941  , -3639, 1582 , -184 , -2129 , -1843, 00:14:909000, 
Sensor1        , -730  , -3595, 2326 , -331 , -1449 , -99  , 00:15:014000, 
Sensor1        , -939  , -3863, 1374 , -1916, 285   , 1654 , 00:15:119000, 
Sensor1        , -408  , -3852, 1090 , -2042, 922   , 2047 , 00:15:224000, 
Sensor1        , -792  , -4455, 186  , 2363 , -513  , -1718, 00:15:328000, 
Sensor1        , -985  , -4442, 1930 , 342  , 1     , -401 , 00:15:433000, 
Sensor1        , -426  , -3791, 1828 , 315  , 63    , -276 , 00:15:538000, 
Sensor1        , -632  , -3845, 1416 , 123  , -150  , 215  , 00:15:643000, 
Sensor1        , -587  , -3974, 1698 , 699  , -249  , -90  , 00:15:748000, 
Sensor1        , -587  , -4012, 1774 , -34  , -24   , 375  , 00:15:853000, 
Sensor1        , -643  , -3831, 1671 , -67  , -245  , 104  , 00:15:958000, 
Sensor1        , -795  , -3794, 1756 , -288 , -123  , 116  , 00:16:063000, 
Sensor1        , -734  , -3742, 1690 , -263 , -543  , 219  , 00:16:167000, 
Sensor1        , -760  , -3851, 1912 , 48   , -176  , -256 , 00:16:272000, 
Sensor1        , -903  , -3817, 2130 , 42   , -139  , -95  , 00:16:377000, 
Sensor1        , -836  , -3826, 1801 , -27  , -707  , -88  , 00:16:482000, 
Sensor1        , -260  , -3620, 1843 , -408 , -204  , 3    , 00:16:587000, 
Sensor1        , -513  , -3891, 1916 , -74  , -45   , -111 , 00:16:692000, 
Sensor1        , -788  , -3749, 1861 , 65   , -278  , -165 , 00:16:797000, 
Sensor1        , -629  , -3838, 1845 , 221  , -253  , 77   , 00:16:902000, 
Sensor1        , -789  , -3926, 1853 , -251 , 47    , 374  , 00:17:007000, 
Sensor1        , -588  , -3732, 1962 , -248 , 123   , 159  , 00:17:112000, 
Sensor1        , -750  , -3879, 2021 , -506 , 283   , 68   , 00:17:217000, 
Sensor1        , -99   , -3619, 2100 , -3112, 1155  , -1088, 00:17:322000, 
Sensor1        , -307  , -3615, -335 , -4993, 1580  , -1059, 00:17:427000, 
Sensor1        , -569  , -3673, 116  , 4749 , -2017 , -1249, 00:17:532000, 
Sensor1        , 287   , -3674, 4253 , 6011 , -228  , 739  , 00:17:637000, 
Sensor1        , 410   , -3447, 2762 , -9461, 3585  , 462  , 00:17:741000, 
Sensor1        , -618  , -3344, -1371, -3363, 861   , -69  , 00:17:846000, 
Sensor1        , -618  , -3424, -656 , 5783 , -1240 , -229 , 00:17:951000, 
Sensor1        , 72    , -3530, 5491 , 5539 , -484  , -19  , 00:18:056000, 
Sensor1        , 978   , -2942, 3768 , -7799, 30    , -1013, 00:18:161000, 
Sensor1        , -1344 , -3233, -1504, -2329, 371   , 166  , 00:18:266000, 
Sensor1        , -178  , -3880, 1141 , 8591 , -1325 , -577 , 00:18:371000, 
Sensor1        , -331  , -3971, 5576 , 1133 , 1459  , 1665 , 00:18:476000, 
Sensor1        , 101   , -3322, 1522 , -8718, 1487  , 891  , 00:18:581000, 
Sensor1        , -1008 , -3828, -1531, -813 , -648  , 232  , 00:18:686000, 
Sensor1        , -1343 , -4205, 1135 , 7854 , -3056 , -216 , 00:18:791000, 
Sensor1        , -33   , -3770, 3975 , 953  , 977   , 2459 , 00:18:895000, 
Sensor1        , 328   , -3121, 1817 , -7559, 2421  , 799  , 00:19:000000, 
Sensor1        , -824  , -3687, 599  , 242  , -576  , -1317, 00:19:105000, 
Sensor1        , -797  , -3860, 1831 , 50   , 21    , -699 , 00:19:210000, 
Sensor1        , -1113 , -3970, 1647 , -233 , 39    , 162  , 00:19:315000, 
Sensor1        , -1057 , -3987, 1308 , -52  , 59    , 96   , 00:19:420000, 
Sensor1        , -871  , -4033, 1582 , 323  , -123  , 234  , 00:19:525000, 
Sensor1        , -913  , -3996, 1407 , 323  , -432  , 111  , 00:19:630000, 
Sensor1        , -785  , -3963, 1313 , -320 , 151   , 168  , 00:19:735000, 
Sensor1        , -339  , -3802, 1457 , -65  , -303  , -181 , 00:19:839000, 
Sensor1        , -513  , -4029, 1564 , 130  , -523  , -408 , 00:19:944000, 
Sensor1        , -523  , -3766, 1316 , -447 , -29   , 76   , 00:20:049000, 
Sensor1        , -405  , -3941, 1566 , 274  , -379  , -128 , 00:20:154000, 
Sensor1        , -460  , -3912, 1813 , -214 , -269  , -324 , 00:20:259000, 
Sensor1        , -642  , -4012, 1769 , 664  , -1140 , -474 , 00:20:364000, 
Sensor1        , -401  , -4031, 1903 , -256 , -402  , -144 , 00:20:469000, 
Sensor1        , -330  , -4346, 248  , -1243, -115  , -256 , 00:20:574000, 
Sensor1        , 397   , -3874, 1056 , 754  , 826   , -714 , 00:20:678000, 
Sensor1        , -968  , -3160, 3933 , 3145 , 1050  , -966 , 00:20:783000, 
Sensor1        , 335   , -2338, 4904 , -4954, -345  , 522  , 00:20:888000, 
Sensor1        , -616  , -2726, -285 , -6729, 1415  , -569 , 00:20:993000, 
Sensor1        , -18   , -3438, -3898, 7    , -178  , 85   , 00:21:098000, 
Sensor1        , -1265 , -3710, -233 , 8273 , -1835 , -1277, 00:21:203000, 
Sensor1        , -1144 , -2907, 4047 , 692  , 1729  , 699  , 00:21:308000, 
Sensor1        , 43    , -2567, 6362 , 430  , -814  , -2827, 00:21:413000, 
Sensor1        , -322  , -2651, 1185 , -9197, 117   , -769 , 00:21:518000, 
Sensor1        , -935  , -4098, -3907, 190  , -935  , 905  , 00:21:623000, 
Sensor1        , -522  , -4233, -1920, 4278 , 689   , 1734 , 00:21:728000, 
Sensor1        , 1119  , -2981, 3316 , 4511 , 685   , 110  , 00:21:833000, 
Sensor1        , -1091 , -3217, 4646 , 1356 , -1245 , -2096, 00:21:938000, 
Sensor1        , -951  , -2938, 2385 , -8793, 180   , 2231 , 00:22:042000, 
Sensor1        , -219  , -4057, -535 , -1363, 1185  , -377 , 00:22:147000, 
Sensor1        , -495  , -4434, -571 , -495 , -282  , 172  , 00:22:252000, 
Sensor1        , -1760 , -4640, -454 , 1255 , 243   , 1271 , 00:22:357000, 
Sensor1        , -1341 , -3602, -211 , 5353 , 1069  , 2140 , 00:22:462000, 
Sensor1        , -1075 , -2855, 4872 , 8646 , 967   , 3595 , 00:22:567000, 
Sensor1        , -554  , -1708, 4605 , -3641, 205   , -1199, 00:22:672000, 
Sensor1        , -706  , -2232, 2122 , -4020, 131   , 368  , 00:22:777000, 
Sensor1        , -1537 , -3791, 1819 , 814  , 198   , -688 , 00:22:882000, 
Sensor1        , -1500 , -3485, 2019 , 144  , 135   , -446 , 00:22:987000, 
Sensor1        , -1299 , -3352, 2577 , 1090 , -972  , -747 , 00:23:091000, 
Sensor1        , -1471 , -3672, 2762 , 2654 , -2103 , -918 , 00:23:196000, 
Sensor1        , -704  , -2914, 2895 , -364 , -1449 , 45   , 00:23:301000, 
Sensor1        , -141  , -2975, 3499 , 253  , -1346 , -636 , 00:23:406000, 
Sensor1        , -117  , -2850, 3370 , 364  , -805  , -376 , 00:23:511000, 
Sensor1        , 330   , -2765, 3340 , -341 , -1849 , -440 , 00:23:616000, 
Sensor1        , 361   , -3022, 3459 , -63  , -1253 , -88  , 00:23:721000, 
Sensor1        , -533  , -3386, 3628 , 563  , 1216  , 601  , 00:23:826000, 
Sensor1        , 389   , -3231, 3150 , -456 , 1416  , 240  , 00:23:930000, 
Sensor1        , -12   , -3498, 2725 , -1278, 2619  , 190  , 00:24:035000, 
Sensor1        , 1116  , -3337, 2914 , -1464, -1872 , 171  , 00:24:140000, 
Sensor1        , 877   , -2886, 4082 , -2978, -2497 , 815  , 00:24:245000, 
Sensor1        , -281  , -3924, 1600 , -4024, -6086 , 2323 , 00:24:350000, 
Sensor1        , 313   , -3748, 924  , -2955, -8518 , 2595 , 00:24:455000, 
Sensor1        , -741  , -3454, 532  , -834 , -5892 , 2630 , 00:24:560000, 
Sensor1        , 106   , -4098, -5   , -174 , -3078 , 113  , 00:24:665000, 
Sensor1        , -547  , -4411, 1001 , 1042 , -5171 , 1003 , 00:24:770000, 
Sensor1        , -532  , -4164, 1371 , -1695, -3976 , 557  , 00:24:875000, 
Sensor1        , -346  , -4036, 1278 , -402 , -6891 , -75  , 00:24:980000, 
Sensor1        , -617  , -3749, 275  , -2279, -4863 , -69  , 00:25:084000, 
Sensor1        , 1230  , -3669, 925  , -1382, -11062, -242 , 00:25:189000, 
Sensor1        , 159   , -3663, -613 , -3088, 117   , -2458, 00:25:294000, 
Sensor1        , 2009  , -3720, 439  , -1351, 3737  , -1806, 00:25:399000, 
Sensor1        , 2868  , -3264, 688  , 195  , 14659 , -3404, 00:25:504000, 
Sensor1        , -637  , -2685, 4284 , 2736 , 6766  , 745  , 00:25:609000, 
Sensor1        , -174  , -2512, 3222 , 842  , 4233  , 555  , 00:25:714000, 
Sensor1        , -463  , -1784, 3820 , 667  , 1422  , -1447, 00:25:819000, 
Sensor1        , -1001 , -1438, 4555 , -457 , 387   , -709 , 00:25:923000, 
Sensor1        , -976  , -1784, 3773 , 680  , 1778  , -1963, 00:26:028000, 
Sensor1        , -1498 , -2015, 3049 , 1333 , 817   , -2178, 00:26:133000, 
Sensor1        , -1628 , -1854, 3229 , 1358 , -1221 , -3606, 00:26:238000, 
Sensor1        , -54   , -1531, 3768 , 448  , -1323 , -870 , 00:26:343000, 
Sensor1        , 424   , -1318, 4382 , -276 , -1464 , 1782 , 00:26:448000, 
Sensor1        , 390   , -465 , 5558 , 2328 , 390   , 7623 , 00:26:553000, 
Sensor1        , -2220 , -65  , 3650 , 1122 , -256  , 6053 , 00:26:658000, 
Sensor1        , -748  , 699  , 5021 , 2033 , 138   , 4045 , 00:26:762000, 
Sensor1        , -1525 , 1092 , 4951 , 2085 , 4443  , 1562 , 00:26:867000, 
Sensor1        , -1284 , 1149 , 4507 , 580  , 511   , 93   , 00:26:972000, 
Sensor1        , -713  , -906 , 3887 , -2684, 521   , -1410, 00:27:077000, 
Sensor1        , -1702 , -89  , 4874 , -3565, 15290 , -3331, 00:27:182000, 
Sensor1        , -4602 , -231 , -1327, 1760 , -4461 , -57  , 00:27:287000, 
Sensor1        , -4885 , -977 , -1701, -1814, 6323  , -1044, 00:27:392000, 
Sensor1        , -3219 , -404 , -1863, -1342, -1249 , -560 , 00:27:497000, 
Sensor1        , -3506 , -3605, -2602, -2475, 1281  , -280 , 00:27:602000, 
Sensor1        , -2762 , -596 , -2299, 344  , 11    , -515 , 00:27:707000, 
Sensor1        , -2944 , -363 , -2325, 66   , -53   , -620 , 00:27:812000, 
Sensor1        , -2925 , -305 , -2408, -44  , -68   , 116  , 00:27:917000, 
Sensor1        , -2966 , -287 , -2381, -144 , -62   , -64  , 00:28:022000, 
Sensor1        , -2967 , -304 , -2353, -138 , -72   , -48  , 00:28:127000, 
Sensor1        , -2979 , -307 , -2381, -136 , -76   , -47  , 00:28:232000, 
Sensor1        , -2993 , -318 , -2369, -140 , -75   , -53  , 00:28:337000, 
Sensor1        , -2965 , -297 , -2428, -134 , -79   , -56  , 00:28:442000, 
Sensor1        , -2980 , -309 , -2393, -141 , -71   , -48  , 00:28:546000, 
Sensor1        , -2989 , -291 , -2389, -133 , -70   , -52  , 00:28:651000, 
Sensor1        , -2977 , -300 , -2363, -132 , -67   , -47  , 00:28:756000, 
Sensor1        , -2984 , -287 , -2425, -140 , -76   , -53  , 00:28:861000, 
Sensor1        , -2979 , -266 , -2380, -133 , -67   , -51  , 00:28:966000, 
Sensor1        , -2990 , -291 , -2394, -135 , -73   , -47  , 00:29:071000, 
Sensor1        , -3005 , -273 , -2394, -136 , -69   , -51  , 00:29:176000, 
Sensor1        , -2965 , -316 , -2386, -137 , -72   , -53  , 00:29:280000, 
Sensor1        , -2985 , -293 , -2387, -133 , -76   , -52  , 00:29:385000, 
Sensor1        , -2988 , -296 , -2376, -135 , -74   , -48  , 00:29:490000, 
Sensor1        , -3009 , -298 , -2403, -139 , -72   , -48  , 00:29:594000, 
Sensor1        , -2975 , -296 , -2405, -136 , -70   , -47  , 00:29:699000, 
Sensor1        , -2975 , -285 , -2390, -140 , -74   , -50  , 00:29:805000, 
Sensor1        , -2967 , -311 , -2405, -136 , -70   , -53  , 00:29:910000, 
Sensor1        , -2991 , -297 , -2384, -139 , -66   , -48  , 00:30:014000, 
Sensor1        , -3000 , -309 , -2369, -135 , -64   , -46  , 00:30:119000, 
Sensor1        , -2979 , -295 , -2416, -142 , -69   , -47  , 00:30:224000, 
Sensor1        , -2986 , -291 , -2419, -133 , -73   , -45  , 00:30:329000, 
Sensor1        , -2981 , -302 , -2415, -136 , -69   , -49  , 00:30:434000, 
Sensor1        , -2980 , -293 , -2399, -135 , -69   , -44  , 00:30:539000, 
Sensor1        , -2983 , -279 , -2381, -131 , -69   , -47  , 00:30:644000, 
Sensor1        , -2974 , -295 , -2402, -137 , -82   , -49  , 00:30:748000, 
Sensor1        , -2977 , -280 , -2403, -139 , -78   , -47  , 00:30:853000, 
Sensor1        , -2961 , -302 , -2413, -138 , -71   , -51  , 00:30:958000, 
Sensor1        , -2981 , -308 , -2389, -141 , -74   , -46  , 00:31:063000, 
Sensor1        , -2979 , -278 , -2369, -136 , -66   , -46  , 00:31:168000, 
Sensor1        , -2981 , -277 , -2409, -133 , -69   , -50  , 00:31:273000, 
Sensor1        , -2969 , -308 , -2385, -127 , -75   , -50  , 00:31:378000, 
Sensor1        , -2982 , -263 , -2399, -135 , -78   , -44  , 00:31:483000, 
Sensor1        , -2996 , -322 , -2396, -137 , -69   , -48  , 00:31:588000, 
Sensor1        , -2986 , -280 , -2421, -137 , -70   , -48  , 00:31:693000, 
Sensor1        , -2988 , -275 , -2371, -134 , -75   , -52  , 00:31:797000, 
Sensor1        , -3007 , -294 , -2379, -134 , -81   , -50  , 00:31:902000, 
Sensor1        , -2969 , -284 , -2406, -136 , -71   , -51  , 00:32:007000, 
Sensor1        , -2992 , -275 , -2417, -139 , -77   , -50  , 00:32:112000, 
Sensor1        , -2975 , -296 , -2432, -136 , -72   , -51  , 00:32:217000, 
Sensor1        , -2970 , -287 , -2384, -136 , -75   , -53  , 00:32:322000, 
Sensor1        , -2958 , -298 , -2431, -133 , -69   , -46  , 00:32:427000, 
Sensor1        , -2986 , -277 , -2379, -134 , -75   , -55  , 00:32:531000, 
Sensor1        , -2984 , -308 , -2415, -140 , -72   , -53  , 00:32:637000, 
Sensor1        , -2976 , -291 , -2413, -135 , -71   , -45  , 00:32:741000, 
Sensor1        , -2981 , -274 , -2382, -137 , -75   , -54  , 00:32:846000, 
Sensor1        , -2995 , -301 , -2395, -135 , -72   , -47  , 00:32:951000, 
Sensor1        , -2991 , -279 , -2410, -136 , -74   , -49  , 00:33:056000, 
Sensor1        , -2985 , -306 , -2390, -140 , -76   , -45  , 00:33:161000, 
Sensor1        , -2979 , -290 , -2395, -137 , -62   , -53  , 00:33:266000, 
Sensor1        , -2997 , -313 , -2398, -137 , -68   , -53  , 00:33:371000, 
Sensor1        , -2989 , -277 , -2399, -134 , -73   , -48  , 00:33:476000, 
Sensor1        , -2974 , -325 , -2410, -130 , -70   , -52  , 00:33:581000, 
Sensor1        , -2987 , -277 , -2353, -134 , -73   , -46  , 00:33:686000, 
Sensor1        , -2968 , -311 , -2403, -135 , -80   , -44  , 00:33:791000, 
Sensor1        , -2983 , -297 , -2421, -139 , -71   , -50  , 00:33:895000, 
Sensor1        , -2976 , -314 , -2403, -140 , -78   , -53  , 00:34:000000, 
Sensor1        , -2978 , -285 , -2389, -131 , -71   , -42  , 00:34:105000, 
Sensor1        , -2984 , -321 , -2424, -139 , -76   , -51  , 00:34:211000, 
Sensor1        , -2992 , -325 , -2425, -140 , -73   , -51  , 00:34:316000, 
Sensor1        , -2990 , -300 , -2376, -135 , -79   , -49  , 00:34:421000, 
Sensor1        , -2963 , -295 , -2435, -133 , -70   , -50  , 00:34:526000, 
Sensor1        , -2996 , -292 , -2422, -144 , -75   , -47  , 00:34:631000, 
Sensor1        , -2969 , -256 , -2399, -128 , -74   , -51  , 00:34:736000, 
Sensor1        , -2991 , -316 , -2391, -138 , -73   , -46  , 00:34:840000, 
Sensor1        , -2969 , -295 , -2421, -139 , -74   , -45  , 00:34:945000, 
Sensor1        , -2975 , -308 , -2412, -134 , -71   , -50  , 00:35:050000, 
Sensor1        , -2985 , -278 , -2421, -134 , -75   , -58  , 00:35:155000, 
Sensor1        , -2957 , -308 , -2387, -137 , -76   , -41  , 00:35:260000, 
Sensor1        , -2984 , -304 , -2415, -133 , -69   , -52  , 00:35:365000, 
Sensor1        , -2983 , -287 , -2384, -142 , -77   , -49  , 00:35:470000, 
Sensor1        , -2975 , -293 , -2385, -139 , -80   , -53  , 00:35:575000, 
Sensor1        , -2967 , -296 , -2410, -132 , -66   , -48  , 00:35:680000, 
Sensor1        , -2986 , -324 , -2397, -135 , -71   , -49  , 00:35:785000, 
Sensor1        , -2977 , -277 , -2431, -141 , -80   , -48  , 00:35:889000, 
Sensor1        , -2979 , -306 , -2386, -139 , -71   , -48  , 00:35:994000, 
Sensor1        , -2978 , -315 , -2384, -135 , -76   , -46  , 00:36:099000, 
Sensor1        , -2974 , -310 , -2382, -135 , -71   , -49  , 00:36:204000, 
Sensor1        , -2993 , -278 , -2369, -133 , -72   , -45  , 00:36:309000, 
Sensor1        , -2978 , -281 , -2384, -136 , -74   , -62  , 00:36:414000, 
Sensor1        , -2999 , -275 , -2401, -134 , -68   , -48  , 00:36:519000, 
Sensor1        , -2966 , -300 , -2379, -135 , -71   , -44  , 00:36:623000, 
Sensor1        , -2984 , -298 , -2387, -136 , -71   , -51  , 00:36:728000, 
Sensor1        , -2955 , -322 , -2387, -138 , -74   , -52  , 00:36:833000, 
Sensor1        , -2975 , -290 , -2393, -135 , -74   , -46  , 00:36:938000, 
Sensor1        , -2961 , -289 , -2373, -130 , -67   , -54  , 00:37:043000, 
Sensor1        , -2968 , -287 , -2390, -129 , -77   , -50  , 00:37:148000, 
Sensor1        , -2977 , -308 , -2386, -137 , -73   , -50  , 00:37:253000, 
Sensor1        , -2976 , -288 , -2431, -129 , -70   , -48  , 00:37:358000, 
Sensor1        , -2985 , -311 , -2412, -142 , -72   , -46  , 00:37:463000, 
Sensor1        , -2922 , -275 , -2382, -126 , -76   , -50  , 00:37:567000, 
Sensor1        , -3000 , -298 , -2389, -140 , -68   , -49  , 00:37:672000, 
Sensor1        , -2978 , -302 , -2389, -142 , -69   , -48  , 00:37:777000, 
Sensor1        , -2943 , -299 , -2396, -135 , -83   , -49  , 00:37:882000, 
Sensor1        , -2989 , -299 , -2383, -137 , -62   , -50  , 00:37:987000, 
Sensor1        , -2993 , -266 , -2422, -132 , -76   , -46  , 00:38:092000, 
Sensor1        , -2975 , -294 , -2389, -137 , -67   , -49  , 00:38:197000, 
Sensor1        , -2984 , -308 , -2371, -134 , -74   , -52  , 00:38:301000, 
Sensor1        , -2956 , -270 , -2388, -136 , -68   , -47  , 00:38:407000, 
Sensor1        , -2999 , -298 , -2389, -133 , -73   , -53  , 00:38:512000, 
Sensor1        , -2981 , -280 , -2387, -133 , -70   , -49  , 00:38:617000, 
Sensor1        , -2999 , -321 , -2371, -139 , -68   , -51  , 00:38:722000, 
Sensor1        , -2998 , -295 , -2430, -133 , -80   , -46  , 00:38:827000, 
Sensor1        , -2991 , -304 , -2379, -138 , -75   , -52  , 00:38:931000, 
