Timestamp_Local,NodeID,ax,ay,az,gx,gy,gz,Timestamp_Node
Sensor1,-3829,-462,-284,212,-185,-2370,00:09:140000
Sensor1,-3777,-1038,-250,219,-187,-2384,00:09:245000
Sensor1,-3648,-1566,-192,206,-189,-2299,00:09:350000
Sensor1,-3440,-1983,-163,176,-179,-2060,00:09:455000
Sensor1,-3246,-2400,-98,155,-164,-1985,00:09:560000
Sensor1,-3032,-2688,-81,44,-127,-1231,00:09:665000
Sensor1,-2853,-2891,-17,37,-131,-1142,00:09:769000
Sensor1,-2662,-3087,30,75,-134,-1406,00:09:874000
Sensor1,-2402,-3252,34,40,-129,-1158,00:09:979000
Sensor1,-2282,-3355,62,-139,-68,-23,00:10:084000
Sensor1,-2462,-3267,46,-329,6,1324,00:10:189000
Sensor1,-2679,-2923,-32,-495,59,2308,00:10:294000
Sensor1,-3174,-2540,27,-555,49,2760,00:10:398000
Sensor1,-3545,-1870,-206,-663,109,3462,00:10:503000
Sensor1,-3813,-1041,-167,-722,131,3834,00:10:609000
Sensor1,-3925,-229,-306,-624,91,3242,00:10:713000
Sensor1,-3891,440,-331,-495,48,2361,00:10:818000
Sensor1,-3816,960,-332,-449,41,2010,00:10:923000
Sensor1,-3649,1413,-366,-428,37,1922,00:11:028000
Sensor1,-3530,1770,-291,-384,12,1593,00:11:132000
Sensor1,-3285,2102,-316,-354,4,1413,00:11:237000
Sensor1,-3126,2339,-314,-258,-37,780,00:11:342000
Sensor1,-3086,2430,-339,-133,-71,-52,00:11:447000
Sensor1,-3125,2388,-368,-101,-88,-309,00:11:552000
Sensor1,-3143,2346,-306,-120,-68,-114,00:11:657000
Sensor1,-3141,2362,-327,-134,-73,-44,00:11:762000
Sensor1,-3155,2336,-309,-132,-70,-54,00:11:866000
Sensor1,-3141,2354,-330,-127,-70,-49,00:11:971000
Sensor1,-3123,2367,-321,-134,-71,-45,00:12:075000
Sensor1,-3122,2324,-364,-138,-70,-37,00:12:180000
Sensor1,-3147,2337,-320,-138,-68,-27,00:12:286000
Sensor1,-3132,2362,-336,-134,-76,-50,00:12:391000
Sensor1,-3145,2340,-328,-134,-70,-38,00:12:495000
Sensor1,-3138,2346,-353,-131,-68,-50,00:12:600000
Sensor1,-3134,2370,-313,-133,-67,-47,00:12:705000
Sensor1,-3165,2343,-334,-131,-65,-49,00:12:810000
Sensor1,-3150,2367,-313,-137,-69,-50,00:12:914000
Sensor1,-3138,2383,-347,-133,-69,-43,00:13:019000
Sensor1,-3170,2349,-359,-136,-63,-48,00:13:124000
Sensor1,-3160,2344,-301,-135,-76,-52,00:13:229000
Sensor1,-3104,2359,-316,-107,-73,-188,00:13:333000
Sensor1,-3182,2220,-296,111,-148,-1683,00:13:438000
Sensor1,-3532,1675,-352,373,-234,-3407,00:13:543000
Sensor1,-3883,839,-378,455,-261,-3946,00:13:648000
Sensor1,-3927,1,-281,422,-244,-3672,00:13:753000
Sensor1,-3855,-819,-199,359,-232,-3268,00:13:857000
Sensor1,-3693,-1498,-201,280,-203,-2751,00:13:962000
Sensor1,-3428,-2049,-285,220,-182,-2426,00:14:067000
Sensor1,-3136,-2480,-80,199,-175,-2242,00:14:172000
Sensor1,-2919,-2844,-61,102,-145,-1592,00:14:277000
Sensor1,-2894,-3002,-9,-161,-52,139,00:14:382000
Sensor1,-2983,-2788,-54,-418,26,1825,00:14:487000
Sensor1,-3310,-2308,-132,-579,80,2929,00:14:592000
Sensor1,-3657,-1593,-148,-752,140,4088,00:14:697000
Sensor1,-3840,-583,-450,-812,181,4463,00:14:802000
Sensor1,-3923,326,-369,-638,97,3294,00:14:906000
Sensor1,-3779,916,-328,-403,24,1724,00:15:011000
Sensor1,-3690,1291,-364,-374,16,1549,00:15:116000
Sensor1,-3540,1649,-373,-406,21,1732,00:15:221000
Sensor1,-3360,2033,-361,-371,14,1500,00:15:326000
Sensor1,-3166,2268,-329,-277,-18,893,00:15:431000
Sensor1,-3115,2379,-332,-157,-67,129,00:15:536000
Sensor1,-3118,2390,-357,-113,-72,-131,00:15:641000
Sensor1,-3132,2371,-335,-134,-64,-44,00:15:746000
Sensor1,-3151,2365,-315,-137,-63,-47,00:15:850000
Sensor1,-3105,2398,-307,-135,-72,-47,00:15:955000
Sensor1,-3128,2382,-330,-135,-70,-52,00:16:060000
Sensor1,-3126,2336,-349,-139,-70,-41,00:16:165000
Sensor1,-3159,2348,-320,-136,-68,-53,00:16:271000
Sensor1,-3148,2374,-325,-138,-69,-48,00:16:375000
Sensor1,-3132,2392,-354,-134,-75,-58,00:16:480000
Sensor1,-3137,2350,-322,-104,-77,-246,00:16:585000
Sensor1,-3194,2233,-325,35,-123,-1145,00:16:690000
Sensor1,-3417,1953,-353,107,-157,-1624,00:16:795000
Sensor1,-3582,1667,-368,16,-121,-1028,00:16:899000
Sensor1,-3600,1541,-336,-91,-88,-298,00:17:004000
Sensor1,-3597,1527,-337,-206,-48,444,00:17:109000
Sensor1,-3500,1771,-341,-345,0,1342,00:17:214000
Sensor1,-3313,2075,-329,-333,-4,1261,00:17:319000
Sensor1,-3241,2155,-363,-38,-105,-692,00:17:424000
Sensor1,-3442,1861,-298,196,-177,-2233,00:17:529000
Sensor1,-3663,1326,-322,221,-189,-2413,00:17:634000
Sensor1,-3831,786,-364,336,-230,-3199,00:17:739000
Sensor1,-3920,-235,-153,655,-329,-5230,00:17:844000
Sensor1,-3517,-1462,-214,767,-418,-6015,00:17:949000
Sensor1,-2029,-1996,-757,484,1,-4104,00:18:053000
Sensor1,-2773,-3032,-10,3,-114,-952,00:18:158000
Sensor1,-2734,-2993,-25,-297,7,1023,00:18:263000
Sensor1,-3068,-2665,-93,-628,88,3200,00:18:368000
Sensor1,-3521,-1793,-212,-943,228,5314,00:18:473000
Sensor1,-3891,-619,-103,-914,142,5137,00:18:578000
Sensor1,-3809,471,-317,-652,106,3382,00:18:683000
Sensor1,-3747,1153,-339,-620,95,3164,00:18:788000
Sensor1,-3402,1878,-324,-603,93,3097,00:18:893000
Sensor1,-3047,2380,-356,-193,-43,378,00:18:998000
Sensor1,-3285,2027,-317,318,-215,-3018,00:19:103000
Sensor1,-3749,1020,-309,752,-347,-5833,00:19:207000
Sensor1,-3986,-336,-395,933,-477,-7153,00:19:312000
Sensor1,-3687,-1990,-112,805,-396,-6264,00:19:417000
Sensor1,-2962,-2969,130,367,-256,-3335,00:19:522000
Sensor1,-2722,-3066,-11,-243,-45,669,00:19:627000
Sensor1,-3039,-2706,-116,-731,137,3923,00:19:732000
Sensor1,-3835,-1779,-151,-1017,214,5801,00:19:836000
Sensor1,-3696,-317,-533,-1060,239,6111,00:19:941000
Sensor1,-3792,887,-326,-818,147,4423,00:20:046000
Sensor1,-3452,1810,-318,-598,85,3047,00:20:151000
Sensor1,-3231,2179,-313,-158,-65,91,00:20:256000
Sensor1,-3405,1816,-334,409,-246,-3640,00:20:361000
Sensor1,-3858,699,-359,811,-406,-6299,00:20:466000
Sensor1,-3498,-720,-388,923,-429,-7146,00:20:571000
Sensor1,-3320,-2406,-93,788,-355,-6044,00:20:676000
Sensor1,-2639,-3055,-17,170,-156,-2080,00:20:781000
Sensor1,-2677,-3111,-23,-411,21,1800,00:20:886000
Sensor1,-2979,-2417,-186,-863,202,4772,00:20:991000
Sensor1,-3690,-1402,-448,-1009,222,5810,00:21:096000
Sensor1,-3843,-19,-399,-899,213,5033,00:21:201000
Sensor1,-3806,934,-282,-692,118,3636,00:21:306000
Sensor1,-3522,1681,-342,-559,70,2762,00:21:410000
Sensor1,-3242,2142,-339,-375,12,1553,00:21:515000
Sensor1,-3194,2182,-325,65,-128,-1347,00:21:620000
Sensor1,-3587,1521,-357,586,-302,-4774,00:21:724000
Sensor1,-4362,-6,96,876,-435,-6728,00:21:829000
Sensor1,-3898,-1462,-252,880,-417,-6735,00:21:934000
Sensor1,-2343,-2387,-726,737,-541,-5853,00:22:039000
Sensor1,-2308,-3359,106,375,-230,-3391,00:22:144000
Sensor1,-3690,-4147,-740,-180,-66,506,00:22:248000
Sensor1,-2261,-3522,125,-233,-35,711,00:22:353000
Sensor1,-2441,-3245,-53,-337,0,1390,00:22:457000
Sensor1,-2810,-2935,44,-581,82,2943,00:22:562000
Sensor1,-3377,-2297,-78,-907,174,5053,00:22:667000
Sensor1,-3933,-1051,-130,-1019,223,5748,00:22:772000
Sensor1,-3859,230,-362,-733,120,3931,00:22:877000
Sensor1,-3803,933,-385,-573,72,2841,00:22:982000
Sensor1,-3612,1539,-349,-544,68,2657,00:23:087000
Sensor1,-3333,2033,-342,-369,13,1528,00:23:192000
Sensor1,-3279,2036,-312,84,-142,-1505,00:23:297000
Sensor1,-3642,1446,-354,520,-288,-4380,00:23:401000
Sensor1,-3880,241,-417,724,-367,-5744,00:23:506000
Sensor1,-3675,-1045,-289,731,-349,-5781,00:23:611000
Sensor1,-3251,-2251,-91,584,-307,-4746,00:23:716000
Sensor1,-2777,-2965,-71,351,-199,-3268,00:23:821000
Sensor1,-2359,-3338,48,121,-150,-1705,00:23:926000
Sensor1,-2173,-3438,122,-140,-63,-8,00:24:031000
Sensor1,-2342,-3364,59,-350,6,1412,00:24:135000
Sensor1,-2734,-3038,24,-572,57,2863,00:24:240000
Sensor1,-3432,-2442,-20,-787,143,4335,00:24:344000
Sensor1,-3726,-1449,-213,-768,138,4159,00:24:449000
Sensor1,-3765,-492,-375,-745,136,4017,00:24:554000
Sensor1,-3924,397,-337,-662,99,3404,00:24:659000
Sensor1,-3713,1104,-388,-568,77,2796,00:24:764000
Sensor1,-3510,1684,-348,-519,60,2487,00:24:868000
Sensor1,-3287,2113,-312,-306,-12,1100,00:24:974000
Sensor1,-3261,2097,-328,45,-128,-1207,00:25:079000
Sensor1,-3563,1629,-321,381,-240,-3465,00:25:184000
Sensor1,-3800,608,-435,616,-337,-4991,00:25:289000
Sensor1,-3847,-487,-310,628,-315,-5052,00:25:393000
Sensor1,-3631,-1584,-165,579,-299,-4772,00:25:498000
Sensor1,-2500,-2329,-266,587,-560,-4845,00:25:603000
Sensor1,-2498,-3169,26,262,-196,-2638,00:25:708000
Sensor1,-2296,-3387,65,-80,-86,-404,00:25:812000
Sensor1,-2385,-3398,124,-222,-39,558,00:25:917000
Sensor1,-2491,-3202,4,-364,6,1484,00:26:022000
Sensor1,-2822,-2833,-73,-634,105,3286,00:26:127000
Sensor1,-3376,-1982,-135,-894,180,4963,00:26:232000
Sensor1,-3831,-967,-233,-828,156,4536,00:26:337000
Sensor1,-3873,-45,-296,-589,81,2963,00:26:441000
Sensor1,-3905,590,-360,-558,77,2790,00:26:546000
Sensor1,-3674,1256,-389,-583,82,2895,00:26:651000
Sensor1,-3462,1835,-317,-459,35,2135,00:26:756000
Sensor1,-3274,2094,-340,-192,-44,346,00:26:861000
Sensor1,-3358,1930,-326,187,-186,-2171,00:26:966000
Sensor1,-3665,1284,-312,454,-265,-3905,00:27:070000
Sensor1,-3879,312,-358,548,-307,-4576,00:27:175000
Sensor1,-3926,-767,-300,495,-276,-4227,00:27:280000
Sensor1,-3687,-1611,-204,389,-244,-3531,00:27:385000
Sensor1,-3348,-2228,-133,206,-181,-2254,00:27:490000
Sensor1,-3173,-2490,-95,-53,-91,-564,00:27:595000
Sensor1,-3265,-2390,-95,-361,12,1452,00:27:699000
Sensor1,-3486,-1975,-143,-558,74,2779,00:27:804000
Sensor1,-3631,-1249,-345,-676,101,3546,00:27:909000
Sensor1,-3885,-392,-327,-709,129,3777,00:28:014000
Sensor1,-3855,422,-337,-627,98,3242,00:28:119000
Sensor1,-3696,1096,-328,-500,51,2375,00:28:223000
Sensor1,-3557,1562,-336,-416,17,1824,00:28:328000
Sensor1,-3410,1886,-358,-310,-18,1132,00:28:433000
Sensor1,-3363,1947,-334,-1,-118,-913,00:28:538000
Sensor1,-3568,1512,-327,336,-224,-3197,00:28:643000
Sensor1,-3854,568,-310,516,-289,-4360,00:28:747000
Sensor1,-3980,-390,-273,515,-285,-4352,00:28:852000
Sensor1,-3786,-1283,-214,373,-243,-3410,00:28:958000
Sensor1,-3568,-1901,-189,216,-196,-2415,00:29:062000
Sensor1,-3381,-2225,-150,-51,-96,-615,00:29:167000
Sensor1,-3421,-2093,-145,-378,12,1557,00:29:272000
Sensor1,-3612,-1619,-169,-554,68,2742,00:29:377000
Sensor1,-3840,-985,-228,-628,104,3243,00:29:481000
Sensor1,-3896,-161,-290,-701,111,3732,00:29:586000
Sensor1,-3810,694,-327,-624,101,3249,00:29:690000
Sensor1,-3659,1305,-355,-494,46,2301,00:29:795000
Sensor1,-3465,1767,-350,-388,25,1664,00:29:900000
Sensor1,-3344,2045,-313,-178,-50,269,00:30:005000
Sensor1,-3425,1860,-342,161,-162,-1998,00:30:110000
Sensor1,-3705,1220,-335,408,-241,-3575,00:30:215000
Sensor1,-3900,319,-320,498,-292,-4225,00:30:320000
Sensor1,-3876,-633,-263,511,-285,-4332,00:30:424000
Sensor1,-3657,-1638,-198,518,-280,-4350,00:30:529000
Sensor1,-3203,-2507,-68,493,-258,-4172,00:30:634000
Sensor1,-2621,-3032,-76,177,-165,-2059,00:30:739000
Sensor1,-2599,-3136,-11,-281,-14,944,00:30:844000
Sensor1,-3068,-2776,-30,-733,133,3960,00:30:949000
Sensor1,-3814,-1833,-240,-1079,237,6212,00:31:054000
Sensor1,-3724,-53,-322,-1025,227,5867,00:31:159000
Sensor1,-3801,887,-248,-678,110,3530,00:31:264000
Sensor1,-3594,1472,-380,-424,32,1865,00:31:369000
Sensor1,-3449,1795,-354,-313,-6,1156,00:31:474000
Sensor1,-3387,1929,-345,-149,-62,49,00:31:578000
Sensor1,-3424,1817,-309,129,-162,-1716,00:31:683000
Sensor1,-3692,1102,-375,567,-307,-4704,00:31:788000
Sensor1,-3854,-38,-405,639,-320,-5193,00:31:893000
Sensor1,-3689,-1233,-282,623,-306,-5049,00:31:998000
Sensor1,-3377,-2289,-60,580,-308,-4769,00:32:103000
Sensor1,-2652,-2978,-70,307,-229,-2997,00:32:208000
Sensor1,-2547,-3220,43,-164,-41,163,00:32:313000
Sensor1,-2677,-2952,-42,-553,86,2736,00:32:418000
Sensor1,-3387,-2305,-111,-906,202,5071,00:32:522000
Sensor1,-3807,-1125,-203,-1031,229,5941,00:32:627000
Sensor1,-3794,247,-358,-829,160,4582,00:32:732000
Sensor1,-3725,1121,-325,-648,110,3363,00:32:837000
Sensor1,-3454,1760,-334,-538,69,2642,00:32:942000
Sensor1,-3244,2109,-355,-122,-69,-77,00:33:046000
Sensor1,-3436,1766,-328,395,-240,-3538,00:33:151000
Sensor1,-3810,785,-245,716,-372,-5681,00:33:256000
Sensor1,-3962,-869,-250,751,-347,-5892,00:33:361000
Sensor1,-3638,-1905,-166,578,-304,-4732,00:33:465000
Sensor1,-2564,-2432,-303,398,-217,-3543,00:33:570000
Sensor1,-2721,-3059,3,-18,-98,-829,00:33:675000
Sensor1,-2913,-2902,-28,-571,92,2899,00:33:779000
Sensor1,-3354,-2078,-204,-963,214,5432,00:33:884000
Sensor1,-3769,-800,-410,-1029,235,5866,00:33:989000
Sensor1,-3768,473,-446,-901,202,5037,00:34:094000
Sensor1,-3587,1426,-350,-651,108,3387,00:34:199000
Sensor1,-3304,2021,-361,-373,13,1558,00:34:304000
Sensor1,-3309,2035,-282,148,-163,-1870,00:34:409000
Sensor1,-3628,1240,-376,612,-312,-4996,00:34:513000
Sensor1,-4074,-86,-342,796,-404,-6305,00:34:618000
Sensor1,-3776,-1757,-102,837,-404,-6508,00:34:723000
Sensor1,-2130,-2457,-546,658,-355,-5279,00:34:827000
Sensor1,-2522,-3231,14,7,-112,-969,00:34:932000
Sensor1,-2638,-3133,25,-463,33,2122,00:35:037000
Sensor1,-3098,-2527,-69,-852,143,4720,00:35:142000
Sensor1,-3763,-1321,-261,-1088,249,6355,00:35:247000
Sensor1,-3896,210,-345,-987,254,5569,00:35:352000
Sensor1,-3692,1245,-427,-691,122,3629,00:35:457000
Sensor1,-3429,1849,-354,-487,56,2311,00:35:562000
Sensor1,-3219,2168,-318,-156,-57,123,00:35:666000
Sensor1,-3408,1802,-363,383,-248,-3478,00:35:771000
Sensor1,-3774,794,-340,734,-344,-5775,00:35:876000
Sensor1,-4014,-623,-223,703,-376,-5646,00:35:981000
Sensor1,-3463,-1827,-175,718,-359,-5698,00:36:086000
Sensor1,-3074,-2945,183,496,-265,-4215,00:36:191000
Sensor1,-2603,-3197,28,-116,-75,-159,00:36:296000
Sensor1,-2903,-3053,76,-550,61,2722,00:36:401000
Sensor1,-3354,-2270,-74,-953,213,5388,00:36:505000
Sensor1,-4203,-1011,-275,-1099,229,6303,00:36:610000
Sensor1,-3787,433,-359,-864,193,4828,00:36:715000
Sensor1,-3603,1399,-381,-709,132,3768,00:36:820000
Sensor1,-3288,2079,-280,-484,56,2305,00:36:925000
Sensor1,-3215,2224,-355,-111,-83,-155,00:37:030000
Sensor1,-3283,2074,-330,155,-168,-1945,00:37:135000
Sensor1,-3565,1502,-300,381,-240,-3438,00:37:239000
Sensor1,-3851,657,-280,605,-324,-4926,00:37:344000
Sensor1,-3734,-707,-252,709,-318,-5654,00:37:449000
Sensor1,-3497,-1898,-125,736,-358,-5819,00:37:554000
Sensor1,-2909,-2999,74,555,-314,-4620,00:37:659000
Sensor1,-2371,-3366,81,9,-106,-1020,00:37:763000
Sensor1,-2427,-3304,78,-403,26,1721,00:37:868000
Sensor1,-2798,-2858,-64,-712,130,3767,00:37:973000
Sensor1,-3404,-1987,-207,-911,197,5130,00:38:077000
Sensor1,-3849,-941,-214,-940,216,5263,00:38:182000
Sensor1,-3750,450,-367,-855,209,4784,00:38:288000
Sensor1,-3664,1321,-399,-707,123,3778,00:38:392000
Sensor1,-3308,2019,-309,-514,55,2488,00:38:497000
Sensor1,-3160,2257,-308,-38,-106,-665,00:38:602000
Sensor1,-3444,1762,-313,447,-260,-3889,00:38:707000
Sensor1,-3875,626,-288,781,-372,-6118,00:38:812000
Sensor1,-3655,-718,-343,850,-412,-6615,00:38:917000
Sensor1,-3278,-2251,-75,828,-381,-6431,00:39:021000
Sensor1,-2722,-3231,77,345,-243,-3164,00:39:126000
Sensor1,-2496,-3376,127,-191,-73,297,00:39:231000
Sensor1,-2646,-3132,18,-488,60,2319,00:39:336000
Sensor1,-3236,-2702,-35,-752,117,4040,00:39:441000
Sensor1,-3620,-1612,-107,-993,215,5692,00:39:545000
Sensor1,-3763,-82,-209,-1039,195,5964,00:39:650000
Sensor1,-3727,995,-302,-823,153,4503,00:39:755000
Sensor1,-3426,1840,-330,-572,75,2856,00:39:860000
Sensor1,-3169,2187,-327,-171,-56,203,00:39:965000
Sensor1,-3370,1908,-301,359,-233,-3263,00:40:070000
Sensor1,-3603,962,-534,712,-328,-5668,00:40:174000
Sensor1,-3946,-761,-298,820,-403,-6390,00:40:279000
Sensor1,-3650,-1944,-109,803,-391,-6233,00:40:384000
Sensor1,-2678,-3005,-38,574,-272,-4713,00:40:489000
Sensor1,-2305,-3435,41,-2,-111,-974,00:40:594000
Sensor1,-2340,-3354,58,-409,15,1771,00:40:698000
Sensor1,-3040,-3012,134,-731,128,3961,00:40:803000
Sensor1,-3479,-2000,-160,-997,217,5660,00:40:908000
Sensor1,-3970,-680,-394,-1037,251,5936,00:41:013000
Sensor1,-3849,536,-355,-913,193,5131,00:41:117000
Sensor1,-3435,1757,-426,-767,143,4141,00:41:222000
Sensor1,-3074,2371,-288,-347,0,1373,00:41:327000
Sensor1,-3146,2273,-316,188,-176,-2157,00:41:432000
Sensor1,-3586,1483,-313,635,-328,-5112,00:41:537000
Sensor1,-4028,-54,-106,832,-431,-6514,00:41:642000
Sensor1,-3659,-1416,-245,814,-382,-6324,00:41:747000
Sensor1,-1739,-1953,-959,759,-591,-6006,00:41:851000
Sensor1,-2449,-3369,75,289,-228,-2879,00:41:957000
Sensor1,-2274,-3495,92,-245,-40,650,00:42:062000
Sensor1,-2533,-3145,-31,-627,106,3226,00:42:166000
Sensor1,-3219,-2422,-70,-894,253,4956,00:42:271000
Sensor1,-3827,-1299,-212,-989,217,5615,00:42:376000
Sensor1,-3798,16,-302,-865,181,4803,00:42:481000
Sensor1,-3775,936,-306,-729,115,3910,00:42:586000
Sensor1,-3488,1704,-343,-561,77,2827,00:42:690000
Sensor1,-3293,2094,-271,-297,-20,1021,00:42:795000
Sensor1,-3275,1986,-322,195,-178,-2184,00:42:900000
Sensor1,-3748,1175,-303,661,-335,-5277,00:43:005000
Sensor1,-3740,18,-219,903,-433,-6977,00:43:110000
Sensor1,-3473,-1780,-356,910,-393,-6954,00:43:215000
Sensor1,-2902,-3059,52,595,-336,-4869,00:43:320000
Sensor1,-2216,-3432,83,83,-136,-1489,00:43:425000
Sensor1,-2348,-3502,195,-325,-29,1241,00:43:530000
Sensor1,-2654,-3131,60,-602,78,3060,00:43:634000
Sensor1,-3060,-2444,-271,-863,143,4775,00:43:739000
Sensor1,-3895,-1235,-171,-1032,238,5925,00:43:844000
Sensor1,-4001,12,-378,-898,184,5086,00:43:948000
Sensor1,-3755,1043,-302,-734,129,3938,00:44:053000
Sensor1,-3427,1853,-364,-576,75,2896,00:44:158000
Sensor1,-3175,2212,-350,-135,-63,-49,00:44:263000
Sensor1,-3418,1803,-340,466,-270,-4003,00:44:368000
Sensor1,-4040,395,-141,970,-394,-7334,00:44:473000
Sensor1,-3642,-1552,-167,1151,-520,-8588,00:44:577000
Sensor1,-3473,-3182,223,643,-362,-5213,00:44:682000
Sensor1,-2524,-3257,2,-112,-80,-211,00:44:787000
Sensor1,-2737,-2954,-3,-678,106,3538,00:44:892000
Sensor1,-3442,-2059,-232,-1136,281,6630,00:44:997000
Sensor1,-4399,-301,62,-1259,335,7430,00:45:102000
Sensor1,-3553,1227,-336,-1017,234,5796,00:45:207000
Sensor1,-3191,2179,-339,-534,69,2624,00:45:311000
Sensor1,-3210,2175,-276,240,-196,-2540,00:45:416000
Sensor1,-3693,1028,-369,979,-450,-7403,00:45:521000
Sensor1,-3605,-995,-946,1302,-533,-9779,00:45:626000
Sensor1,-1279,-2051,-1163,802,-202,-6201,00:45:731000
Sensor1,-2496,-3203,8,-143,-58,2,00:45:836000
Sensor1,-3039,-2930,6,-835,191,4587,00:45:940000
Sensor1,-3733,-1810,-141,-1298,324,7640,00:46:045000
Sensor1,-3911,-15,-289,-1157,317,6735,00:46:150000
Sensor1,-3596,1340,-340,-742,138,3969,00:46:255000
Sensor1,-3329,1999,-351,-448,29,2055,00:46:360000
Sensor1,-3193,2196,-352,23,-119,-1034,00:46:464000
Sensor1,-3544,1383,-308,752,-370,-5917,00:46:569000
Sensor1,-3829,-502,-407,1064,-513,-7996,00:46:674000
Sensor1,-3465,-1948,-153,747,-369,-5919,00:46:778000
Sensor1,-3483,-2763,97,163,-207,-2024,00:46:883000
Sensor1,-3213,-2645,-100,-478,45,2266,00:46:988000
Sensor1,-3625,-1816,-106,-1025,224,5838,00:47:092000
Sensor1,-3877,-227,-167,-1108,274,6436,00:47:197000
Sensor1,-3646,1211,-259,-949,205,5348,00:47:302000
Sensor1,-3261,2065,-329,-676,113,3539,00:47:407000
Sensor1,-2997,2477,-339,-123,-65,-114,00:47:511000
Sensor1,-3300,2046,-312,564,-300,-4638,00:47:616000
Sensor1,-3914,590,-323,1043,-470,-7889,00:47:721000
Sensor1,-4060,-1496,10,993,-425,-7426,00:47:826000
Sensor1,-3286,-2524,-51,524,-297,-4393,00:47:931000
Sensor1,-2883,-2954,-11,-81,-89,-398,00:48:036000
Sensor1,-3146,-2688,-96,-624,98,3183,00:48:141000
Sensor1,-3656,-1829,-85,-981,201,5566,00:48:246000
Sensor1,-4258,-484,91,-1016,207,5881,00:48:351000
Sensor1,-3822,781,-365,-842,165,4650,00:48:456000
Sensor1,-3533,1677,-355,-595,87,3020,00:48:561000
Sensor1,-3242,2206,-306,-382,12,1657,00:48:665000
Sensor1,-3188,2188,-294,211,-179,-2285,00:48:770000
Sensor1,-3676,1191,-370,819,-395,-6358,00:48:875000
Sensor1,-3609,-523,-518,1052,-466,-7876,00:48:979000
Sensor1,-3792,-2272,26,868,-433,-6647,00:49:084000
Sensor1,-2919,-3075,85,265,-199,-2679,00:49:189000
Sensor1,-2643,-3035,-106,-421,47,1868,00:49:294000
Sensor1,-3606,-2535,133,-941,194,5314,00:49:399000
Sensor1,-3880,-1027,-186,-1080,251,6228,00:49:503000
Sensor1,-3920,249,-351,-945,202,5362,00:49:608000
Sensor1,-3637,1397,-386,-783,148,4268,00:49:713000
Sensor1,-3252,2102,-330,-430,33,1932,00:49:818000
Sensor1,-3238,2115,-330,154,-169,-1941,00:49:923000
Sensor1,-3566,1268,-366,704,-347,-5552,00:50:028000
Sensor1,-3920,-505,20,1142,-573,-8516,00:50:133000
Sensor1,-3356,-2082,-344,909,-405,-6987,00:50:238000
Sensor1,-2664,-3077,-76,341,-196,-3162,00:50:342000
Sensor1,-2590,-3225,12,-233,-39,629,00:50:447000
Sensor1,-2804,-2845,-49,-651,103,3400,00:50:552000
