Timestamp_Local, NodeID, ax , ay  , az  , gx , gy , gz          , Timestamp_Node
Sensor1        , 3714  , 401, 2317, -131, -68, -56, 09:44:665000, 
Sensor1        , 3726  , 409, 2356, -133, -71, -46, 09:44:769000, 
Sensor1        , 3700  , 390, 2335, -134, -67, -48, 09:44:874000, 
Sensor1        , 3747  , 415, 2333, -132, -71, -47, 09:44:979000, 
Sensor1        , 3718  , 409, 2341, -135, -70, -48, 09:45:084000, 
Sensor1        , 3711  , 387, 2338, -130, -67, -50, 09:45:189000, 
Sensor1        , 3692  , 401, 2350, -135, -63, -49, 09:45:294000, 
Sensor1        , 3708  , 387, 2313, -128, -71, -53, 09:45:398000, 
Sensor1        , 3719  , 412, 2299, -135, -69, -48, 09:45:503000, 
Sensor1        , 3738  , 425, 2332, -129, -68, -52, 09:45:608000, 
Sensor1        , 3705  , 406, 2303, -127, -66, -49, 09:45:713000, 
Sensor1        , 3704  , 425, 2333, -126, -66, -44, 09:45:818000, 
Sensor1        , 3707  , 407, 2328, -133, -66, -55, 09:45:922000, 
Sensor1        , 3723  , 410, 2319, -127, -65, -55, 09:46:027000, 
Sensor1        , 3713  , 395, 2374, -132, -65, -52, 09:46:132000, 
Sensor1        , 3737  , 386, 2330, -135, -64, -46, 09:46:237000, 
Sensor1        , 3707  , 387, 2312, -137, -71, -54, 09:46:342000, 
Sensor1        , 3713  , 426, 2319, -136, -69, -48, 09:46:447000, 
Sensor1        , 3691  , 421, 2343, -131, -64, -52, 09:46:552000, 
Sensor1        , 3703  , 376, 2322, -132, -76, -47, 09:46:657000, 
Sensor1        , 3718  , 398, 2327, -134, -68, -48, 09:46:761000, 
Sensor1        , 3721  , 414, 2277, -131, -67, -48, 09:46:866000, 
Sensor1        , 3712  , 413, 2322, -131, -69, -51, 09:46:971000, 
Sensor1        , 3719  , 434, 2349, -131, -67, -48, 09:47:077000, 
Sensor1        , 3716  , 394, 2330, -140, -67, -51, 09:47:182000, 
Sensor1        , 3718  , 420, 2332, -133, -66, -49, 09:47:287000, 
Sensor1        , 3708  , 421, 2357, -136, -67, -50, 09:47:392000, 
Sensor1        , 3716  , 408, 2300, -137, -74, -45, 09:47:497000, 
Sensor1        , 3720  , 412, 2388, -130, -71, -45, 09:47:601000, 
Sensor1        , 3700  , 390, 2328, -135, -68, -52, 09:47:706000, 
Sensor1        , 3705  , 387, 2317, -133, -69, -48, 09:47:811000, 
Sensor1        , 3711  , 425, 2358, -131, -70, -47, 09:47:916000, 
Sensor1        , 3702  , 369, 2311, -134, -66, -47, 09:48:021000, 
Sensor1        , 3706  , 402, 2333, -129, -72, -51, 09:48:126000, 
Sensor1        , 3723  , 406, 2324, -134, -73, -49, 09:48:230000, 
Sensor1        , 3714  , 391, 2293, -126, -71, -45, 09:48:335000, 
Sensor1        , 3717  , 395, 2339, -135, -68, -47, 09:48:440000, 
Sensor1        , 3729  , 412, 2362, -136, -66, -47, 09:48:545000, 
Sensor1        , 3701  , 406, 2338, -133, -69, -45, 09:48:650000, 
Sensor1        , 3739  , 405, 2341, -128, -67, -47, 09:48:755000, 
Sensor1        , 3701  , 402, 2368, -129, -74, -55, 09:48:859000, 
Sensor1        , 3695  , 397, 2355, -138, -64, -50, 09:48:964000, 
Sensor1        , 3721  , 395, 2322, -130, -74, -45, 09:49:069000, 
Sensor1        , 3729  , 397, 2335, -128, -70, -54, 09:49:174000, 
Sensor1        , 3713  , 415, 2384, -131, -73, -52, 09:49:279000, 
Sensor1        , 3709  , 410, 2334, -129, -68, -50, 09:49:384000, 
Sensor1        , 3696  , 399, 2323, -126, -67, -46, 09:49:489000, 
Sensor1        , 3719  , 409, 2359, -129, -60, -42, 09:49:594000, 
Sensor1        , 3698  , 410, 2338, -130, -73, -45, 09:49:699000, 
Sensor1        , 3717  , 407, 2362, -129, -67, -52, 09:49:804000, 
Sensor1        , 3707  , 400, 2336, -133, -72, -50, 09:49:908000, 
Sensor1        , 3701  , 390, 2331, -128, -70, -48, 09:50:013000, 
Sensor1        , 3746  , 426, 2384, -130, -66, -45, 09:50:118000, 
Sensor1        , 3747  , 378, 2335, -128, -68, -50, 09:50:223000, 
Sensor1        , 3706  , 367, 2328, -132, -66, -53, 09:50:327000, 
Sensor1        , 3720  , 369, 2348, -134, -67, -46, 09:50:432000, 
Sensor1        , 3720  , 391, 2329, -131, -69, -53, 09:50:537000, 
Sensor1        , 3700  , 385, 2344, -133, -64, -51, 09:50:643000, 
Sensor1        , 3705  , 415, 2297, -129, -72, -52, 09:50:748000, 
Sensor1        , 3687  , 412, 2320, -133, -73, -48, 09:50:852000, 
Sensor1        , 3754  , 424, 2348, -131, -69, -52, 09:50:957000, 
Sensor1        , 3717  , 405, 2279, -130, -73, -50, 09:51:062000, 
Sensor1        , 3710  , 399, 2359, -131, -72, -47, 09:51:168000, 
Sensor1        , 3735  , 399, 2340, -139, -69, -52, 09:51:272000, 
Sensor1        , 3700  , 392, 2366, -131, -72, -49, 09:51:378000, 
Sensor1        , 3740  , 406, 2337, -134, -68, -53, 09:51:483000, 
Sensor1        , 3732  , 418, 2312, -131, -70, -48, 09:51:588000, 
Sensor1        , 3717  , 410, 2341, -130, -69, -51, 09:51:693000, 
Sensor1        , 3700  , 422, 2337, -130, -67, -46, 09:51:797000, 
Sensor1        , 3703  , 409, 2354, -131, -64, -51, 09:51:902000, 
Sensor1        , 3722  , 434, 2342, -129, -72, -46, 09:52:007000, 
Sensor1        , 3726  , 406, 2332, -131, -67, -45, 09:52:112000, 
Sensor1        , 3687  , 389, 2336, -130, -71, -47, 09:52:217000, 
Sensor1        , 3712  , 399, 2352, -131, -82, -48, 09:52:322000, 
Sensor1        , 3698  , 369, 2307, -134, -72, -51, 09:52:427000, 
Sensor1        , 3717  , 397, 2333, -137, -68, -50, 09:52:532000, 
Sensor1        , 3714  , 423, 2333, -134, -65, -43, 09:52:637000, 
Sensor1        , 3719  , 417, 2293, -134, -68, -46, 09:52:741000, 
Sensor1        , 3746  , 411, 2375, -137, -62, -48, 09:52:847000, 
Sensor1        , 3714  , 439, 2334, -132, -71, -49, 09:52:951000, 
Sensor1        , 3724  , 406, 2306, -129, -67, -45, 09:53:056000, 
Sensor1        , 3722  , 384, 2345, -132, -71, -50, 09:53:161000, 
Sensor1        , 3700  , 421, 2322, -128, -71, -51, 09:53:266000, 
Sensor1        , 3697  , 410, 2321, -130, -64, -50, 09:53:371000, 
Sensor1        , 3690  , 407, 2289, -139, -65, -48, 09:53:476000, 
Sensor1        , 3708  , 396, 2304, -136, -70, -45, 09:53:581000, 
Sensor1        , 3709  , 404, 2345, -132, -69, -48, 09:53:686000, 
Sensor1        , 3717  , 414, 2326, -125, -68, -49, 09:53:791000, 
Sensor1        , 3705  , 423, 2322, -136, -70, -47, 09:53:895000, 
Sensor1        , 3734  , 405, 2365, -134, -65, -48, 09:54:000000, 
Sensor1        , 3730  , 393, 2317, -128, -69, -46, 09:54:105000, 
Sensor1        , 3704  , 413, 2345, -131, -67, -47, 09:54:210000, 
Sensor1        , 3729  , 417, 2325, -130, -64, -50, 09:54:315000, 
Sensor1        , 3706  , 402, 2356, -132, -69, -57, 09:54:420000, 
Sensor1        , 3705  , 398, 2298, -139, -68, -47, 09:54:525000, 
Sensor1        , 3730  , 388, 2330, -126, -72, -53, 09:54:630000, 
Sensor1        , 3701  , 393, 2290, -128, -66, -55, 09:54:735000, 
Sensor1        , 3681  , 427, 2324, -128, -75, -44, 09:54:840000, 
Sensor1        , 3723  , 428, 2335, -136, -68, -52, 09:54:945000, 
Sensor1        , 3703  , 407, 2344, -135, -60, -49, 09:55:049000, 
Sensor1        , 3716  , 385, 2311, -134, -70, -48, 09:55:154000, 
Sensor1        , 3713  , 395, 2363, -131, -67, -49, 09:55:259000, 
Sensor1        , 3724  , 409, 2339, -133, -71, -49, 09:55:364000, 
Sensor1        , 3693  , 410, 2325, -134, -60, -45, 09:55:469000, 
Sensor1        , 3713  , 416, 2350, -134, -70, -44, 09:55:574000, 
Sensor1        , 3724  , 406, 2345, -137, -76, -48, 09:55:679000, 
Sensor1        , 3720  , 436, 2325, -136, -71, -48, 09:55:784000, 
Sensor1        , 3728  , 423, 2349, -132, -63, -51, 09:55:889000, 
Sensor1        , 3711  , 396, 2348, -132, -74, -47, 09:55:994000, 
Sensor1        , 3723  , 418, 2314, -130, -69, -51, 09:56:099000, 
Sensor1        , 3724  , 429, 2378, -133, -68, -49, 09:56:204000, 
Sensor1        , 3699  , 394, 2314, -138, -71, -47, 09:56:309000, 
Sensor1        , 3718  , 401, 2329, -136, -71, -50, 09:56:413000, 
Sensor1        , 3713  , 405, 2339, -136, -60, -48, 09:56:518000, 
Sensor1        , 3686  , 407, 2339, -131, -72, -47, 09:56:623000, 
Sensor1        , 3712  , 410, 2318, -134, -73, -52, 09:56:728000, 
Sensor1        , 3721  , 433, 2320, -132, -69, -43, 09:56:833000, 
Sensor1        , 3692  , 418, 2354, -130, -77, -52, 09:56:938000, 
Sensor1        , 3696  , 399, 2315, -133, -64, -45, 09:57:043000, 
Sensor1        , 3674  , 399, 2324, -130, -65, -51, 09:57:148000, 
Sensor1        , 3717  , 418, 2359, -135, -68, -44, 09:57:252000, 
Sensor1        , 3740  , 425, 2327, -134, -66, -48, 09:57:357000, 
Sensor1        , 3702  , 412, 2300, -126, -68, -49, 09:57:462000, 
Sensor1        , 3725  , 403, 2345, -135, -67, -53, 09:57:567000, 
Sensor1        , 3729  , 406, 2301, -128, -68, -49, 09:57:672000, 
Sensor1        , 3719  , 427, 2348, -128, -62, -56, 09:57:777000, 
Sensor1        , 3728  , 421, 2316, -128, -64, -45, 09:57:882000, 
Sensor1        , 3720  , 421, 2326, -132, -71, -44, 09:57:987000, 
Sensor1        , 3720  , 378, 2298, -132, -65, -53, 09:58:091000, 
Sensor1        , 3714  , 403, 2332, -130, -68, -50, 09:58:196000, 
Sensor1        , 3721  , 420, 2353, -137, -71, -48, 09:58:301000, 
Sensor1        , 3710  , 367, 2303, -132, -67, -52, 09:58:406000, 
Sensor1        , 3705  , 404, 2315, -134, -71, -53, 09:58:511000, 
Sensor1        , 3706  , 405, 2308, -137, -65, -47, 09:58:616000, 
Sensor1        , 3704  , 428, 2324, -137, -66, -52, 09:58:721000, 
Sensor1        , 3725  , 417, 2308, -134, -67, -48, 09:58:826000, 
Sensor1        , 3757  , 418, 2295, -131, -69, -51, 09:58:931000, 
Sensor1        , 3729  , 412, 2369, -133, -71, -53, 09:59:036000, 
Sensor1        , 3714  , 427, 2345, -135, -66, -50, 09:59:140000, 
Sensor1        , 3717  , 426, 2328, -132, -71, -47, 09:59:246000, 
Sensor1        , 3686  , 385, 2363, -134, -65, -52, 09:59:350000, 
Sensor1        , 3734  , 369, 2348, -130, -69, -48, 09:59:455000, 
Sensor1        , 3713  , 416, 2330, -133, -74, -50, 09:59:560000, 
Sensor1        , 3734  , 419, 2352, -132, -64, -55, 09:59:665000, 
Sensor1        , 3717  , 389, 2325, -133, -62, -48, 09:59:770000, 
Sensor1        , 3717  , 408, 2344, -137, -67, -52, 09:59:876000, 
Sensor1        , 3710  , 421, 2328, -134, -64, -51, 09:59:981000, 
Sensor1        , 3724  , 404, 2315, -132, -68, -48, 10:00:086000, 
Sensor1        , 3706  , 397, 2300, -137, -68, -47, 10:00:191000, 
Sensor1        , 3704  , 415, 2317, -133, -70, -43, 10:00:296000, 
Sensor1        , 3725  , 420, 2370, -134, -70, -45, 10:00:401000, 
Sensor1        , 3731  , 383, 2297, -130, -69, -53, 10:00:506000, 
Sensor1        , 3718  , 400, 2325, -130, -65, -51, 10:00:611000, 
Sensor1        , 3736  , 413, 2361, -127, -70, -47, 10:00:716000, 
Sensor1        , 3715  , 397, 2337, -132, -70, -50, 10:00:821000, 
Sensor1        , 3728  , 433, 2343, -134, -74, -44, 10:00:925000, 
Sensor1        , 3714  , 416, 2321, -139, -64, -49, 10:01:030000, 
Sensor1        , 3698  , 420, 2351, -123, -75, -50, 10:01:135000, 
Sensor1        , 3706  , 382, 2320, -134, -67, -47, 10:01:240000, 
Sensor1        , 3708  , 427, 2333, -135, -68, -47, 10:01:345000, 
Sensor1        , 3723  , 406, 2373, -131, -64, -55, 10:01:450000, 
Sensor1        , 3720  , 400, 2339, -133, -69, -52, 10:01:555000, 
Sensor1        , 3716  , 381, 2357, -130, -71, -50, 10:01:660000, 
Sensor1        , 3686  , 391, 2329, -133, -69, -50, 10:01:764000, 
Sensor1        , 3710  , 396, 2307, -130, -73, -46, 10:01:869000, 
Sensor1        , 3691  , 418, 2348, -132, -76, -52, 10:01:974000, 
Sensor1        , 3752  , 423, 2293, -130, -71, -43, 10:02:079000, 
Sensor1        , 3719  , 417, 2324, -135, -68, -59, 10:02:184000, 
Sensor1        , 3701  , 400, 2312, -139, -68, -46, 10:02:289000, 
Sensor1        , 3720  , 407, 2321, -131, -65, -50, 10:02:394000, 
Sensor1        , 3714  , 405, 2351, -127, -67, -50, 10:02:499000, 
Sensor1        , 3737  , 426, 2314, -133, -74, -51, 10:02:604000, 
Sensor1        , 3726  , 411, 2282, -128, -70, -49, 10:02:708000, 
Sensor1        , 3739  , 409, 2325, -132, -68, -48, 10:02:813000, 
Sensor1        , 3701  , 414, 2345, -136, -67, -51, 10:02:918000, 
Sensor1        , 3715  , 418, 2347, -129, -71, -45, 10:03:023000, 
Sensor1        , 3720  , 417, 2341, -132, -70, -46, 10:03:128000, 
Sensor1        , 3713  , 417, 2378, -126, -70, -50, 10:03:233000, 
Sensor1        , 3713  , 441, 2365, -132, -81, -45, 10:03:338000, 
Sensor1        , 3733  , 402, 2341, -132, -65, -49, 10:03:443000, 
Sensor1        , 3739  , 411, 2324, -131, -63, -53, 10:03:547000, 
Sensor1        , 3706  , 427, 2294, -134, -74, -49, 10:03:652000, 
Sensor1        , 3712  , 399, 2309, -137, -68, -41, 10:03:757000, 
Sensor1        , 3717  , 419, 2358, -135, -72, -50, 10:03:862000, 
Sensor1        , 3710  , 409, 2312, -129, -69, -49, 10:03:967000, 
Sensor1        , 3715  , 416, 2332, -135, -70, -47, 10:04:072000, 
Sensor1        , 3728  , 417, 2373, -131, -69, -45, 10:04:177000, 
Sensor1        , 3719  , 404, 2375, -134, -63, -56, 10:04:282000, 
Sensor1        , 3714  , 425, 2318, -130, -76, -51, 10:04:387000, 
Sensor1        , 3701  , 400, 2334, -133, -64, -51, 10:04:492000, 
Sensor1        , 3699  , 416, 2360, -132, -65, -48, 10:04:597000, 
Sensor1        , 3725  , 389, 2333, -135, -66, -48, 10:04:702000, 
Sensor1        , 3701  , 385, 2324, -130, -60, -52, 10:04:807000, 
Sensor1        , 3706  , 399, 2332, -130, -80, -49, 10:04:911000, 
Sensor1        , 3741  , 396, 2353, -132, -68, -52, 10:05:017000, 
Sensor1        , 3726  , 422, 2361, -125, -71, -45, 10:05:122000, 
Sensor1        , 3726  , 424, 2322, -132, -67, -46, 10:05:226000, 
Sensor1        , 3714  , 412, 2349, -127, -73, -48, 10:05:331000, 
Sensor1        , 3697  , 412, 2346, -129, -67, -54, 10:05:436000, 
Sensor1        , 3699  , 393, 2330, -127, -63, -51, 10:05:541000, 
Sensor1        , 3712  , 435, 2340, -130, -74, -51, 10:05:646000, 
Sensor1        , 3748  , 430, 2371, -127, -71, -50, 10:05:751000, 
Sensor1        , 3723  , 418, 2311, -135, -66, -45, 10:05:856000, 
Sensor1        , 3730  , 402, 2301, -133, -71, -52, 10:05:961000, 
Sensor1        , 3711  , 406, 2317, -131, -71, -53, 10:06:066000, 
Sensor1        , 3719  , 414, 2308, -137, -65, -48, 10:06:171000, 
Sensor1        , 3736  , 404, 2356, -128, -66, -54, 10:06:275000, 
Sensor1        , 3723  , 396, 2355, -136, -67, -50, 10:06:380000, 
Sensor1        , 3732  , 421, 2347, -131, -74, -52, 10:06:485000, 
Sensor1        , 3730  , 387, 2322, -129, -65, -46, 10:06:590000, 
Sensor1        , 3723  , 425, 2370, -138, -65, -52, 10:06:695000, 
Sensor1        , 3706  , 366, 2305, -131, -63, -51, 10:06:800000, 
Sensor1        , 3702  , 410, 2330, -141, -76, -54, 10:06:905000, 
Sensor1        , 3701  , 412, 2351, -128, -71, -53, 10:07:010000, 
Sensor1        , 3669  , 392, 2363, -134, -71, -47, 10:07:114000, 
Sensor1        , 3709  , 380, 2331, -136, -64, -51, 10:07:219000, 
Sensor1        , 3719  , 409, 2349, -131, -62, -48, 10:07:324000, 
Sensor1        , 3715  , 406, 2317, -131, -76, -48, 10:07:429000, 
Sensor1        , 3712  , 406, 2400, -134, -71, -54, 10:07:534000, 
Sensor1        , 3723  , 389, 2345, -126, -68, -50, 10:07:639000, 
Sensor1        , 3721  , 421, 2361, -138, -71, -50, 10:07:744000, 
Sensor1        , 3711  , 420, 2317, -134, -80, -45, 10:07:849000, 
Sensor1        , 3706  , 414, 2354, -133, -71, -48, 10:07:954000, 
Sensor1        , 3683  , 384, 2345, -135, -79, -48, 10:08:058000, 
Sensor1        , 3725  , 414, 2329, -135, -72, -44, 10:08:163000, 
Sensor1        , 3689  , 387, 2304, -131, -66, -53, 10:08:268000, 
Sensor1        , 3701  , 425, 2299, -131, -78, -42, 10:08:373000, 
Sensor1        , 3730  , 394, 2283, -133, -74, -52, 10:08:478000, 
Sensor1        , 3713  , 394, 2342, -135, -66, -50, 10:08:583000, 
Sensor1        , 3741  , 431, 2337, -134, -68, -52, 10:08:688000, 
Sensor1        , 3722  , 410, 2295, -136, -68, -50, 10:08:793000, 
Sensor1        , 3734  , 369, 2300, -131, -68, -45, 10:08:898000, 
Sensor1        , 3712  , 404, 2336, -131, -67, -43, 10:09:003000, 
Sensor1        , 3741  , 441, 2363, -135, -71, -49, 10:09:107000, 
Sensor1        , 3727  , 423, 2298, -138, -67, -54, 10:09:212000, 
Sensor1        , 3698  , 394, 2358, -131, -73, -48, 10:09:317000, 
Sensor1        , 3715  , 401, 2348, -131, -69, -49, 10:09:422000, 
Sensor1        , 3719  , 430, 2328, -136, -65, -41, 10:09:527000, 
Sensor1        , 3720  , 426, 2307, -132, -70, -49, 10:09:632000, 
Sensor1        , 3722  , 412, 2346, -133, -66, -48, 10:09:737000, 
Sensor1        , 3709  , 422, 2357, -130, -66, -52, 10:09:841000, 
Sensor1        , 3737  , 436, 2377, -130, -73, -39, 10:09:946000, 
Sensor1        , 3753  , 425, 2345, -132, -71, -46, 10:10:051000, 
Sensor1        , 3705  , 424, 2279, -132, -76, -44, 10:10:156000, 
Sensor1        , 3711  , 398, 2347, -129, -73, -51, 10:10:261000, 
Sensor1        , 3705  , 402, 2310, -135, -67, -52, 10:10:366000, 
Sensor1        , 3704  , 393, 2353, -132, -75, -51, 10:10:471000, 
Sensor1        , 3730  , 399, 2330, -133, -72, -53, 10:10:577000, 
Sensor1        , 3737  , 431, 2305, -135, -71, -48, 10:10:682000, 
Sensor1        , 3731  , 414, 2322, -133, -64, -51, 10:10:787000, 
Sensor1        , 3738  , 413, 2327, -128, -71, -48, 10:10:892000, 
Sensor1        , 3712  , 421, 2332, -131, -66, -43, 10:10:997000, 
Sensor1        , 3718  , 403, 2327, -130, -61, -53, 10:11:101000, 
Sensor1        , 3742  , 416, 2290, -138, -61, -48, 10:11:206000, 
Sensor1        , 3731  , 403, 2286, -138, -66, -51, 10:11:311000, 
Sensor1        , 3728  , 418, 2328, -130, -68, -52, 10:11:416000, 
Sensor1        , 3720  , 370, 2320, -130, -72, -52, 10:11:521000, 
Sensor1        , 3725  , 434, 2346, -136, -71, -51, 10:11:626000, 
Sensor1        , 3735  , 389, 2334, -136, -69, -51, 10:11:731000, 
Sensor1        , 3713  , 401, 2355, -131, -73, -48, 10:11:836000, 
Sensor1        , 3712  , 386, 2292, -132, -68, -46, 10:11:941000, 
Sensor1        , 3693  , 421, 2333, -132, -67, -48, 10:12:046000, 
Sensor1        , 3732  , 410, 2346, -130, -65, -50, 10:12:151000, 
Sensor1        , 3717  , 440, 2316, -135, -73, -51, 10:12:255000, 
Sensor1        , 3702  , 413, 2358, -128, -74, -49, 10:12:360000, 
Sensor1        , 3682  , 426, 2341, -136, -71, -48, 10:12:465000, 
Sensor1        , 3734  , 401, 2361, -131, -72, -45, 10:12:570000, 
Sensor1        , 3708  , 429, 2340, -133, -72, -49, 10:12:676000, 
Sensor1        , 3706  , 387, 2297, -128, -73, -47, 10:12:781000, 
Sensor1        , 3708  , 401, 2337, -133, -76, -46, 10:12:886000, 
Sensor1        , 3695  , 398, 2330, -132, -69, -53, 10:12:991000, 
Sensor1        , 3724  , 407, 2330, -125, -73, -44, 10:13:096000, 
Sensor1        , 3692  , 434, 2370, -134, -81, -38, 10:13:201000, 
Sensor1        , 3697  , 440, 2391, -137, -71, -50, 10:13:306000, 
Sensor1        , 3681  , 400, 2362, -130, -70, -50, 10:13:411000, 
Sensor1        , 3732  , 378, 2306, -135, -74, -51, 10:13:516000, 
Sensor1        , 3718  , 395, 2317, -132, -60, -54, 10:13:620000, 
Sensor1        , 3682  , 402, 2344, -130, -65, -50, 10:13:725000, 
Sensor1        , 3728  , 420, 2324, -134, -65, -46, 10:13:830000, 
Sensor1        , 3717  , 380, 2353, -136, -70, -52, 10:13:935000, 
Sensor1        , 3704  , 409, 2316, -133, -69, -44, 10:14:040000, 
Sensor1        , 3713  , 428, 2329, -131, -72, -50, 10:14:145000, 
Sensor1        , 3716  , 430, 2366, -139, -75, -50, 10:14:250000, 
Sensor1        , 3715  , 407, 2390, -137, -73, -46, 10:14:355000, 
Sensor1        , 3736  , 414, 2329, -131, -67, -47, 10:14:460000, 
Sensor1        , 3707  , 393, 2346, -132, -72, -48, 10:14:565000, 
Sensor1        , 3743  , 399, 2342, -131, -67, -56, 10:14:670000, 
Sensor1        , 3728  , 422, 2327, -135, -64, -52, 10:14:775000, 
Sensor1        , 3721  , 400, 2329, -128, -69, -53, 10:14:880000, 
Sensor1        , 3729  , 417, 2331, -132, -68, -50, 10:14:984000, 
Sensor1        , 3694  , 391, 2331, -130, -66, -50, 10:15:089000, 
Sensor1        , 3726  , 388, 2352, -133, -74, -46, 10:15:194000, 
Sensor1        , 3738  , 402, 2318, -132, -70, -49, 10:15:299000, 
Sensor1        , 3706  , 422, 2333, -126, -76, -47, 10:15:404000, 
Sensor1        , 3711  , 412, 2335, -130, -67, -45, 10:15:509000, 
Sensor1        , 3721  , 412, 2350, -130, -74, -49, 10:15:614000, 
Sensor1        , 3710  , 391, 2365, -133, -74, -49, 10:15:719000, 
Sensor1        , 3710  , 391, 2261, -133, -66, -49, 10:15:824000, 
Sensor1        , 3712  , 347, 2271, -131, -57, -62, 10:15:929000, 
Sensor1        , 3701  , 413, 2338, -131, -72, -55, 10:16:033000, 
Sensor1        , 3675  , 398, 2355, -136, -69, -47, 10:16:138000, 
Sensor1        , 3727  , 407, 2317, -130, -70, -53, 10:16:243000, 
Sensor1        , 3720  , 391, 2337, -133, -63, -42, 10:16:348000, 
Sensor1        , 3702  , 416, 2339, -139, -78, -45, 10:16:453000, 
Sensor1        , 3721  , 420, 2338, -130, -71, -44, 10:16:558000, 
Sensor1        , 3710  , 438, 2392, -135, -69, -46, 10:16:663000, 
Sensor1        , 3693  , 405, 2346, -125, -79, -54, 10:16:768000, 
Sensor1        , 3719  , 434, 2319, -126, -74, -50, 10:16:873000, 
Sensor1        , 3734  , 421, 2373, -127, -66, -51, 10:16:978000, 
Sensor1        , 3685  , 425, 2340, -136, -69, -49, 10:17:083000, 
Sensor1        , 3726  , 436, 2342, -140, -63, -45, 10:17:188000, 
Sensor1        , 3710  , 427, 2330, -133, -69, -50, 10:17:294000, 
Sensor1        , 3718  , 402, 2338, -136, -68, -52, 10:17:398000, 
Sensor1        , 3727  , 385, 2349, -133, -66, -48, 10:17:503000, 
Sensor1        , 3723  , 386, 2342, -129, -66, -44, 10:17:608000, 
Sensor1        , 3716  , 414, 2302, -126, -65, -52, 10:17:713000, 
Sensor1        , 3701  , 413, 2311, -134, -69, -49, 10:17:818000, 
